Localizacao;Id;Titulo;IsDeleted;CreatedAt;CreatedBy;UpdatedAt;UpdatedBy;Titulo;Localizacao;Propriedade;IsDisponivel;LivroAutorId;LivroGeneroId
1836;17c66f72-349f-9d34-a442-eaa1f68180ea;A PRIMEIRA ORACAO DE JESSICA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099382;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A PRIMEIRA ORACAO DE JESSICA;1836;PRC;t;3f2c9991-20b8-13d8-1e8d-253e922e7243;c68ca414-566e-8a6c-54cf-10dc568d4a6f
3548;17cdc73a-2768-833a-4b62-e57bdc09a243;O HOMEM QUE CALCULAVA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099756;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O HOMEM QUE CALCULAVA;3548;PRC;t;5194d324-3f12-8c3e-6f43-3abac0b670a6;79db3772-6538-8f98-038a-513050747f33
493;17ce0c3f-3968-2625-237b-a9dec6492a6e;A VINGANCA DA COBRA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099039;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A VINGANCA DA COBRA;493;PRC;t;25b4a4fd-0af6-301f-812c-9e0fa23b6191;c68ca414-566e-8a6c-54cf-10dc568d4a6f
2063;17ff1429-0c18-7d52-1244-06f3fcc97c4f;QUANDO A VIDA ESCOLHE;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099434;e530b7d1-75cf-42d6-9567-51ba55c5e34c;QUANDO A VIDA ESCOLHE;2063;PRC;t;d5a8ccf4-9828-67d6-68a6-41c85489865a;c6cd4c7e-6ab5-75a8-8923-4c6cdc57231d
1258;180098aa-43c5-4080-1dcf-590a8f1f6c30;O INFERNO DE GABRIEL;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099296;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O INFERNO DE GABRIEL;1258;PRC;t;8c1df255-15bf-7ddd-367d-7c05025316eb;79db3772-6538-8f98-038a-513050747f33
10;1805a521-4c27-5c73-0468-538a40c883b5;O CORTICO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.098952;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O CORTICO;10;PRC;t;dc956f8a-86b5-8138-364d-911378040249;68674d63-2e40-a644-07c9-e72d8e200c9e
3605;18062208-7710-949e-7193-fd44118962a0;A VOLTA AO MUNDO EM 80 DIAS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099766;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A VOLTA AO MUNDO EM 80 DIAS;3605;PRC;t;d1717006-9842-751e-30a7-f19792493124;79db3772-6538-8f98-038a-513050747f33
1287;1812048a-1c2e-452c-762b-ff6fed5f4e9c;EVENTOS FINAIS: COMO ENFRENTAR A ULTIMA E MAIOR CRISE DA TERRA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099258;e530b7d1-75cf-42d6-9567-51ba55c5e34c;EVENTOS FINAIS: COMO ENFRENTAR A ULTIMA E MAIOR CRISE DA TERRA;1287;PRC;t;d97c9ff6-a1ae-51fc-668e-e1c086caa2e1;1a33914e-16a9-23cb-20b7-e9b7939e1e58
661;18134069-1d11-2ea6-7ff4-b1d8f9f548d4;A PRIMEIRA ORACAO DE JESSICA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099095;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A PRIMEIRA ORACAO DE JESSICA;661;PRC;t;3f2c9991-20b8-13d8-1e8d-253e922e7243;c68ca414-566e-8a6c-54cf-10dc568d4a6f
3056;1834f4a9-02b6-8ab1-06ba-eaf4228e1058;CHUVA DE PEDRA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099657;e530b7d1-75cf-42d6-9567-51ba55c5e34c;CHUVA DE PEDRA;3056;CEJA;t;1ba4a431-18a7-8906-61e2-8ea1257d8a5e;a56a2a21-53ab-067a-7e87-22131d4a692b
4533;183ba977-151e-4770-4421-2eb2a0fd7f3e;NAS TRAMAS DA EMOCAO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099943;e530b7d1-75cf-42d6-9567-51ba55c5e34c;NAS TRAMAS DA EMOCAO;4533;PRC;t;3b7ca0e2-0ab8-68eb-7727-593e622c757c;c68ca414-566e-8a6c-54cf-10dc568d4a6f
2669;183d557e-53d9-2a51-51b5-b9743b970c49;OS DEZ MANDAMENTOS;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099573;e530b7d1-75cf-42d6-9567-51ba55c5e34c;OS DEZ MANDAMENTOS;2669;PRC;t;9d8ff50e-a064-2040-11b9-9d08071647b6;23cbc16c-59fe-2ab1-3b49-e76ad94794de
171;183efc42-1713-a273-8829-a410656300cf;ULTIMAS CONSEQUENCIAS;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099475;e530b7d1-75cf-42d6-9567-51ba55c5e34c;ULTIMAS CONSEQUENCIAS;171;PRC;t;d11748ec-36ee-13d4-74da-01fe21c977a3;1a33914e-16a9-23cb-20b7-e9b7939e1e58
1469;1859b10c-4ecb-0187-60a4-1303ea215232;ABRACADABRA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09904;e530b7d1-75cf-42d6-9567-51ba55c5e34c;ABRACADABRA;1469;PRC;t;61b286a3-4461-2930-5bf9-fc1f76fd0e0d;c68ca414-566e-8a6c-54cf-10dc568d4a6f
1171;186bbdfa-5c7d-12d4-5a34-cdf116979417;ADEUS AS ARMAS;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099043;e530b7d1-75cf-42d6-9567-51ba55c5e34c;ADEUS AS ARMAS;1171;PRC;t;dceefde1-7eca-1994-2143-7b9e516b65a6;68674d63-2e40-a644-07c9-e72d8e200c9e
634;188c1939-7282-2c28-3c60-69dc64f91539;AINDA EXISTE ESPERANCA: A SOLUCAO PARA OS PROBLEMAS DA VIDA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099045;e530b7d1-75cf-42d6-9567-51ba55c5e34c;AINDA EXISTE ESPERANCA: A SOLUCAO PARA OS PROBLEMAS DA VIDA;634;PRC;t;48c99ec7-4d6a-7b8d-081c-d52a747f12d6;6ddc0484-26b7-951d-5866-83539b572615
2480;18c24ac9-57e6-67ca-1d27-9aa9917f1647;SUCESSO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099529;e530b7d1-75cf-42d6-9567-51ba55c5e34c;SUCESSO;2480;PRC;t;b07fcfa0-0cee-a1e0-5f80-d8678b2e0b83;6ddc0484-26b7-951d-5866-83539b572615
1074;18fcc1ea-9b42-0f49-52f2-056730f46b1f;PAIS E FILHOS: COMPANHEIROS DE VIAGEM;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.0994;e530b7d1-75cf-42d6-9567-51ba55c5e34c;PAIS E FILHOS: COMPANHEIROS DE VIAGEM;1074;PRC;t;2d6289ee-50b8-4ffc-82c5-d5df735d41ec;6ddc0484-26b7-951d-5866-83539b572615
2614;191af539-4852-1515-5958-2dccc0187b72;A HISTORIA DO PEQUENO PINGUIM;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09956;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A HISTORIA DO PEQUENO PINGUIM;2614;PRC;t;8f4fb7c2-6290-2f13-8352-630a04c895b5;23cbc16c-59fe-2ab1-3b49-e76ad94794de
1732;191d3142-2fe4-733e-1081-2841d4af878a;A LENDA DO LAGO DOURADO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09936;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A LENDA DO LAGO DOURADO;1732;PRC;t;21bc82fc-7e21-2c1f-3543-0429b49509c1;79db3772-6538-8f98-038a-513050747f33
62;191d6600-8034-401e-49a5-b7bfc49d04c8;O CORTICO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.098963;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O CORTICO;62;PRC;t;dc956f8a-86b5-8138-364d-911378040249;68674d63-2e40-a644-07c9-e72d8e200c9e
2462;191d72d9-1cf8-6363-9f09-5d4af36159bc;A CULPA E DAS ESTRELAS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099525;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A CULPA E DAS ESTRELAS;2462;PRC;t;9644e92a-8ff9-5e7a-7d62-0703d14a78bb;68674d63-2e40-a644-07c9-e72d8e200c9e
765;1939a954-4a15-1dc2-2f4e-59dabe606d80;O DEUS QUE FAZ O DIA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099118;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O DEUS QUE FAZ O DIA;765;PRC;t;402be221-7793-27ee-62d5-6d2bcc8b9934;1a33914e-16a9-23cb-20b7-e9b7939e1e58
1350;1949d906-4d1e-2b8d-56fa-b17afd1541f1;O SIMBOLO PERDIDO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099332;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O SIMBOLO PERDIDO;1350;PRC;t;65f2508f-0df7-6636-8f3a-bf602ff7332f;79db3772-6538-8f98-038a-513050747f33
2566;195a2417-5597-0bd0-70d0-7898fb5d668d;O ADVOGADO DA VIDA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099549;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O ADVOGADO DA VIDA;2566;PRC;t;defe656f-1c5d-a022-796c-0dcbc963579e;79db3772-6538-8f98-038a-513050747f33
3214;19964b11-1e68-0ccd-28ad-6967aa70333f;MEU DESTINO SOU EU;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099692;e530b7d1-75cf-42d6-9567-51ba55c5e34c;MEU DESTINO SOU EU;3214;PRC;t;56e00150-68aa-9b7d-417c-e7c808efa067;613d6242-24d9-5bec-8478-a76caedc2faa
3790;19af36e2-46b8-44b8-454f-8ab108d85fa0;ALBUM DE RETRATOS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.0998;e530b7d1-75cf-42d6-9567-51ba55c5e34c;ALBUM DE RETRATOS;3790;PRC;t;3fe7a3f0-9254-40ee-a104-dc09d917412b;7031c524-83df-350d-77db-3706038d7363
775;19c9228c-9bab-509e-6a03-813dcab73181;O MILAGRE DO AMOR: VIDA, MILAGRE E BEATIFICACAO DE MADRE PAULINA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099304;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O MILAGRE DO AMOR: VIDA, MILAGRE E BEATIFICACAO DE MADRE PAULINA;775;PRC;t;a1d4a34a-883f-4966-786c-ca4226ae2776;7031c524-83df-350d-77db-3706038d7363
2107;19f114f9-27a5-6c3f-1046-0520c8b772bc;ENCONTRANDO DEUS ALEM DA FRONTEIRA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09916;e530b7d1-75cf-42d6-9567-51ba55c5e34c;ENCONTRANDO DEUS ALEM DA FRONTEIRA;2107;PRC;t;45baaa72-0f7f-7d3c-9bd3-d9786e8c0aec;1a33914e-16a9-23cb-20b7-e9b7939e1e58
2110;19f7ddfd-43fb-0667-12bf-13e4d7317544;TREINANDO A EMOCAO PARA SER FELIZ;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099445;e530b7d1-75cf-42d6-9567-51ba55c5e34c;TREINANDO A EMOCAO PARA SER FELIZ;2110;PRC;t;b07fcfa0-0cee-a1e0-5f80-d8678b2e0b83;6ddc0484-26b7-951d-5866-83539b572615
1198;1a1e97cc-03e4-076c-1271-e872d97f1c09;MEMORIAS POSTUMAS DE BRAS CUBAS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099234;e530b7d1-75cf-42d6-9567-51ba55c5e34c;MEMORIAS POSTUMAS DE BRAS CUBAS;1198;PRC;t;987e503b-9d3f-5a68-2e9e-01f64d476e65;68674d63-2e40-a644-07c9-e72d8e200c9e
2808;1a30b864-82a4-3090-0193-08daa087931e;NEGOCIOS DE FAMILIA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099604;e530b7d1-75cf-42d6-9567-51ba55c5e34c;NEGOCIOS DE FAMILIA;2808;CEJA;t;736eb566-7dea-95f4-1e96-d8f573b60d74;c68ca414-566e-8a6c-54cf-10dc568d4a6f
1291;1a3a4fc8-61c3-8293-7f6c-2bfaa74103aa;SER DIFERENTE: #PARTIU;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099455;e530b7d1-75cf-42d6-9567-51ba55c5e34c;SER DIFERENTE: #PARTIU;1291;PRC;t;d3b1764c-5e75-2f78-5517-492d55181bf9;6ddc0484-26b7-951d-5866-83539b572615
3858;1a51e59e-4f7f-0711-8e83-b0084cb0362d;O SANTINHO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099813;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O SANTINHO;3858;PRC;t;e186b288-04b7-0dda-8cec-4c18d7fc02ee;c68ca414-566e-8a6c-54cf-10dc568d4a6f
97;1a555046-2386-03b6-3cee-8b9919a45845;DOM CASMURRO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.098971;e530b7d1-75cf-42d6-9567-51ba55c5e34c;DOM CASMURRO;97;PRC;t;987e503b-9d3f-5a68-2e9e-01f64d476e65;68674d63-2e40-a644-07c9-e72d8e200c9e
1769;1a56f464-6216-72ee-6bdc-577026332964;NATUREZA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09926;e530b7d1-75cf-42d6-9567-51ba55c5e34c;NATUREZA;1769;PRC;t;91f2763d-2723-0140-60b8-940f97604b68;39d4368c-29e7-8492-0a51-bcb5df2d88f2
744;1a670964-3323-2dff-665e-9e2c7ccd3146;ELEMENTOS FUNDAMENTAIS PARA VOCE TOMAR ATITUDES;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099113;e530b7d1-75cf-42d6-9567-51ba55c5e34c;ELEMENTOS FUNDAMENTAIS PARA VOCE TOMAR ATITUDES;744;PRC;t;402be221-7793-27ee-62d5-6d2bcc8b9934;1a33914e-16a9-23cb-20b7-e9b7939e1e58
3946;1a6d5c01-1ac3-270e-76a4-75e71612361b;SEARA VERMELHA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09983;e530b7d1-75cf-42d6-9567-51ba55c5e34c;SEARA VERMELHA;3946;PRC;t;4568da5e-8567-048d-513f-3b3aa9587d42;68674d63-2e40-a644-07c9-e72d8e200c9e
835;1a6dd5de-7b3c-a4ea-5c0d-8b23641b06b0;A SUA SAUDE DEPENDE DO QUE VOCE FALA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099034;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A SUA SAUDE DEPENDE DO QUE VOCE FALA;835;PRC;t;0f92a946-96cb-4dae-6cbf-6d49fecf1cc0;1a33914e-16a9-23cb-20b7-e9b7939e1e58
2417;1a762dde-5e0d-1584-46cc-8bbe10b23050;OS VALORES DE CRISTO: UM INCENTIVO A BUSCA DA MATURIDADE CRISTA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099398;e530b7d1-75cf-42d6-9567-51ba55c5e34c;OS VALORES DE CRISTO: UM INCENTIVO A BUSCA DA MATURIDADE CRISTA;2417;PRC;t;c4be85bc-9bd9-6988-00eb-4c1086349728;1a33914e-16a9-23cb-20b7-e9b7939e1e58
3492;1a770732-6739-4c98-a6a1-2e3a68fe8273;PAI RICO PAI POBRE;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099745;e530b7d1-75cf-42d6-9567-51ba55c5e34c;PAI RICO PAI POBRE;3492;PRC;t;a797ac59-433a-2cf1-758d-2b3c2689669e;6ddc0484-26b7-951d-5866-83539b572615
3919;1a82bcea-81f4-1c6a-66a9-da02238e315a;OS DOZE TRABALHOS DE HERCULES;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099825;e530b7d1-75cf-42d6-9567-51ba55c5e34c;OS DOZE TRABALHOS DE HERCULES;3919;PRC;t;aaa841ad-6e2f-5fdf-9873-7e71948d5d1c;c68ca414-566e-8a6c-54cf-10dc568d4a6f
66;1a8a13cd-936a-514f-829c-b7fad4aa7236;DOM CASMURRO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09997;e530b7d1-75cf-42d6-9567-51ba55c5e34c;DOM CASMURRO;66;PRC;t;987e503b-9d3f-5a68-2e9e-01f64d476e65;68674d63-2e40-a644-07c9-e72d8e200c9e
416;1a9d1f06-4407-3fa9-2ee7-28e0f43e7f95;E AGORA, MAE?;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09915;e530b7d1-75cf-42d6-9567-51ba55c5e34c;E AGORA, MAE?;416;PRC;t;422919ce-8d91-1014-3df5-9af6b4b18077;c68ca414-566e-8a6c-54cf-10dc568d4a6f
2514;1ab6f0e9-8b78-1c18-1c77-c4c7d1f65300;AS AVENTURAS DE XISTO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099537;e530b7d1-75cf-42d6-9567-51ba55c5e34c;AS AVENTURAS DE XISTO;2514;PRC;t;705bff5a-5f58-5c29-4c6c-c55751fc112d;c68ca414-566e-8a6c-54cf-10dc568d4a6f
3482;1ab7081f-48cf-4f1a-a5b5-324a5f8456d4;PEDAGOGIA DA AUTONOMIA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099743;e530b7d1-75cf-42d6-9567-51ba55c5e34c;PEDAGOGIA DA AUTONOMIA;3482;PRC;t;3a7a7fb9-51ca-47a0-67e8-721ddce2444d;39d4368c-29e7-8492-0a51-bcb5df2d88f2
2469;1ab9df0f-1347-9eab-2d0d-4541d6ec2159;AS AREIAS DO TEMPO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099527;e530b7d1-75cf-42d6-9567-51ba55c5e34c;AS AREIAS DO TEMPO;2469;PRC;t;7b35a502-13e2-1518-637b-356428057cad;68674d63-2e40-a644-07c9-e72d8e200c9e
2419;1ac47274-9aa8-a6d8-5d8a-4d9751ef5747;PRESCRICOES DE CRISTO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09942;e530b7d1-75cf-42d6-9567-51ba55c5e34c;PRESCRICOES DE CRISTO;2419;PRC;t;c4be85bc-9bd9-6988-00eb-4c1086349728;1a33914e-16a9-23cb-20b7-e9b7939e1e58
3137;1aca3724-92b0-5e8f-a124-1143a6b83933;CONTOS DE ANDERSEN;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099675;e530b7d1-75cf-42d6-9567-51ba55c5e34c;CONTOS DE ANDERSEN;3137;CEJA;t;9bc3f44a-321b-0c18-700d-03a677d00a35;23cbc16c-59fe-2ab1-3b49-e76ad94794de
2442;1aca487d-a34a-7ce5-3634-52a810d73e67;JESUS, O MAIOR PSICOLOGO QUE JA EXISTIU;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09952;e530b7d1-75cf-42d6-9567-51ba55c5e34c;JESUS, O MAIOR PSICOLOGO QUE JA EXISTIU;2442;PRC;t;992f1a45-19e6-86c4-37a1-5dcf5f301066;1a33914e-16a9-23cb-20b7-e9b7939e1e58
3228;1adb737e-0ba0-93ce-6bcb-290f26020680;A MORTE SEM MEDO E SEM CULPA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099695;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A MORTE SEM MEDO E SEM CULPA;3228;PRC;t;56e00150-68aa-9b7d-417c-e7c808efa067;613d6242-24d9-5bec-8478-a76caedc2faa
3038;1adc604c-6c7f-92b8-064e-f27493e5963c;SEXTA-FEIRA OU A VIDA SELVAGEM;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099653;e530b7d1-75cf-42d6-9567-51ba55c5e34c;SEXTA-FEIRA OU A VIDA SELVAGEM;3038;CEJA;t;a8042c4e-0466-72fa-7d6a-8bbfb2fca0b2;68674d63-2e40-a644-07c9-e72d8e200c9e
3385;1ae898af-8d6c-6c3c-106d-20544524a360;O SEGREDO DA CHAVE;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099724;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O SEGREDO DA CHAVE;3385;PRC;t;9bba1392-19b7-9c20-90aa-1db419f57ff7;c68ca414-566e-8a6c-54cf-10dc568d4a6f
4462;1aeac4d2-214f-588c-0e14-3dfb959a58be;OS RIOS MORREM DE SEDE;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09993;e530b7d1-75cf-42d6-9567-51ba55c5e34c;OS RIOS MORREM DE SEDE;4462;PRC;t;97929a70-25d8-9e7b-43f6-c12bf6f0638a;c68ca414-566e-8a6c-54cf-10dc568d4a6f
2458;1b115cdc-6d4f-7b91-5e70-64d9ae6f807b;CIDADE DE VIDRO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099524;e530b7d1-75cf-42d6-9567-51ba55c5e34c;CIDADE DE VIDRO;2458;PRC;t;a5c48806-5cdf-88f9-4ad0-497660824469;79db3772-6538-8f98-038a-513050747f33
832;1b1c54dd-7f53-a634-358c-cb89ff00a4e2;FE: O QUE A BIBLIA ENSINA?;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099489;e530b7d1-75cf-42d6-9567-51ba55c5e34c;FE: O QUE A BIBLIA ENSINA?;832;PRC;t;5c45c5cb-917d-1df2-034d-159472f45862;1a33914e-16a9-23cb-20b7-e9b7939e1e58
3582;1b1e9db3-7829-88aa-591b-09d9629c328f;A COR PURPURA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099762;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A COR PURPURA;3582;PRC;t;b89abd2e-a77e-6945-95bd-91277f113ccb;79db3772-6538-8f98-038a-513050747f33
2967;1b208f2f-158e-2bd9-993a-348d2f862074;A GRANDE FUGA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099638;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A GRANDE FUGA;2967;CEJA;t;8ad01c2d-6687-19b6-6385-5acba881759d;c68ca414-566e-8a6c-54cf-10dc568d4a6f
2920;1b20d49d-012a-9088-7535-b0304d874c9c;MUDANDO DE CASCA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099628;e530b7d1-75cf-42d6-9567-51ba55c5e34c;MUDANDO DE CASCA;2920;CEJA;t;548e07da-654c-9a9f-6c23-ee7e5d368992;c68ca414-566e-8a6c-54cf-10dc568d4a6f
3887;1b289d81-0c2d-6ba7-812e-87a9062a1278;MIRO O POETA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099818;e530b7d1-75cf-42d6-9567-51ba55c5e34c;MIRO O POETA;3887;PRC;t;21156422-6adb-18e5-2864-f2aea24f313c;c68ca414-566e-8a6c-54cf-10dc568d4a6f
538;1b648cd5-0c59-53dc-42d8-5fab10d08e72;O SEGREDO DO CAMINHO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099329;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O SEGREDO DO CAMINHO;538;PRC;t;97eb81db-97ab-04e7-a64f-f8fdf592197b;79db3772-6538-8f98-038a-513050747f33
725;1b673699-a34b-5474-3dae-d5ba272c1adf;CUIDANDO BEM DOS NEGOCIOS DO REINO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099126;e530b7d1-75cf-42d6-9567-51ba55c5e34c;CUIDANDO BEM DOS NEGOCIOS DO REINO;725;PRC;t;be39e599-2cd1-8379-5e8b-eaade8769751;1a33914e-16a9-23cb-20b7-e9b7939e1e58
339;1b7f2d6f-259c-894b-6720-d05ddc880f88;AS CRONICAS DE GELO E FOGO: A GUERRA DOS TRONOS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099031;e530b7d1-75cf-42d6-9567-51ba55c5e34c;AS CRONICAS DE GELO E FOGO: A GUERRA DOS TRONOS;339;PRC;t;26ad7b56-7d34-2640-76f3-62e50f1f5b6d;79db3772-6538-8f98-038a-513050747f33
3;1b82fcaf-91c4-05d1-5c8a-ebc8ec308a04;O CORTICO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.098951;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O CORTICO;3;PRC;t;dc956f8a-86b5-8138-364d-911378040249;68674d63-2e40-a644-07c9-e72d8e200c9e
