Localizacao;Id;Titulo;IsDeleted;CreatedAt;CreatedBy;UpdatedAt;UpdatedBy;Titulo;Localizacao;Propriedade;IsDisponivel;LivroAutorId;LivroGeneroId
1506;6c0d2e58-265f-2ad5-6b4f-5a7dd96c17da;LIVRO DE SONETOS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099206;e530b7d1-75cf-42d6-9567-51ba55c5e34c;LIVRO DE SONETOS;1506;PRC;t;c3035781-4e0c-0fb5-a187-b8869d9944b3;eb15223e-0bbb-7e29-536d-fb87c05c6914
2222;6c0d35b3-490f-323c-3d60-df8874f97d3c;NAS ASAS DA ESPERANCA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09947;e530b7d1-75cf-42d6-9567-51ba55c5e34c;NAS ASAS DA ESPERANCA;2222;PRC;t;d438fb2c-9a84-042b-a046-37ca076e2b76;1a33914e-16a9-23cb-20b7-e9b7939e1e58
2106;6c17ac24-28c8-6ab1-5a93-77e916c18b43;PAIS SABIOS, FILHOS BRILHANTES;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.0994;e530b7d1-75cf-42d6-9567-51ba55c5e34c;PAIS SABIOS, FILHOS BRILHANTES;2106;PRC;t;822e61cd-897f-27c6-3a12-e4685c580dce;6ddc0484-26b7-951d-5866-83539b572615
4401;6c27d8b0-76fc-a246-4353-b7eabb841fac;UMA HISTORIA DE NATAL;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099918;e530b7d1-75cf-42d6-9567-51ba55c5e34c;UMA HISTORIA DE NATAL;4401;PRC;t;3f3bf62b-4be6-3b61-4e18-30a5108f45e2;c68ca414-566e-8a6c-54cf-10dc568d4a6f
252;6c2b2c6d-014e-a217-19c8-e168ad8ba2c8;A BATALHA DO APOCALIPSE;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A BATALHA DO APOCALIPSE;252;PRC;t;b17de30a-a68e-6aa4-2fd5-5a5d2b28663d;79db3772-6538-8f98-038a-513050747f33
3667;6c3328b2-8ae5-7cd0-a12e-3eff5b6d3547;O MASCARA DE FERRO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099777;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O MASCARA DE FERRO;3667;PRC;t;75d05ebd-4727-50ec-6d16-d966c0131a59;68674d63-2e40-a644-07c9-e72d8e200c9e
4630;6c3dfe93-0e11-4c04-a466-caa07c90f022;OS EMBAIXADORES;f;2022-05-26 16:38:31.464791;9ba43350-26f3-4ade-9225-e5dc63f1115d;2022-06-01 14:14:55.099971;e530b7d1-75cf-42d6-9567-51ba55c5e34c;OS EMBAIXADORES;4630;PRC;t;d97c9ff6-a1ae-51fc-668e-e1c086caa2e1;1a33914e-16a9-23cb-20b7-e9b7939e1e58
2434;6c49f3cd-1be4-4968-95eb-2b1fb7198949;NOS PASSOS DE JESUS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099519;e530b7d1-75cf-42d6-9567-51ba55c5e34c;NOS PASSOS DE JESUS;2434;PRC;t;f94d4ca7-a370-6c2b-5366-77858cf99566;1a33914e-16a9-23cb-20b7-e9b7939e1e58
417;6c61a9d7-658c-14fd-2a82-36e04e182904;E AGORA, MAE?;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099962;e530b7d1-75cf-42d6-9567-51ba55c5e34c;E AGORA, MAE?;417;PRC;t;422919ce-8d91-1014-3df5-9af6b4b18077;c68ca414-566e-8a6c-54cf-10dc568d4a6f
478;6c62ffd6-65ed-72fa-6bc8-92fac4580eaa;A CAPSULA DO TEMPO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.098997;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A CAPSULA DO TEMPO;478;PRC;t;65a0cd04-64b1-26b5-3f6a-26a126fe919e;c68ca414-566e-8a6c-54cf-10dc568d4a6f
1357;6c8db0da-9eb8-932d-67ff-8f9631a48ada;BUDAPESTE;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09907;e530b7d1-75cf-42d6-9567-51ba55c5e34c;BUDAPESTE;1357;PRC;t;0b76a58a-54df-66aa-29a3-5a1fa38b2e73;68674d63-2e40-a644-07c9-e72d8e200c9e
2234;6ca44214-54d2-296c-7651-c00596b80124;AGAPE;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099473;e530b7d1-75cf-42d6-9567-51ba55c5e34c;AGAPE;2234;PRC;t;c16c4b63-71c8-2bfb-5a67-836786233d70;1a33914e-16a9-23cb-20b7-e9b7939e1e58
1858;6cb99239-3017-6beb-07ab-2141300a6d3a;A PRIMEIRA ORACAO DE JESSICA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099387;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A PRIMEIRA ORACAO DE JESSICA;1858;PRC;t;3f2c9991-20b8-13d8-1e8d-253e922e7243;c68ca414-566e-8a6c-54cf-10dc568d4a6f
3583;6cbb5c10-3b91-1a51-a6f5-cf099f672d60;A COR PURPURA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099762;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A COR PURPURA;3583;PRC;t;b89abd2e-a77e-6945-95bd-91277f113ccb;79db3772-6538-8f98-038a-513050747f33
3360;6cbe9623-27af-412d-5653-a98effab3ed6;NAO SE APEGA, NAO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099719;e530b7d1-75cf-42d6-9567-51ba55c5e34c;NAO SE APEGA, NAO;3360;PRC;t;413a734c-8e99-0b61-311b-f1a53aa22bc5;6ddc0484-26b7-951d-5866-83539b572615
1307;6cda2ae0-273a-0e7b-2bdc-455c2d92a03f;OS SEGREDOS DA MENTE MILIONARIA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099396;e530b7d1-75cf-42d6-9567-51ba55c5e34c;OS SEGREDOS DA MENTE MILIONARIA;1307;PRC;t;ddb7eef6-0812-4055-5347-ad447fb9a600;c82ffc12-9d7e-02e3-25d3-2ffbc8cc197f
662;6cf1c324-66e1-290e-84a8-d15c861a5854;A PRIMEIRA ORACAO DE JESSICA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099095;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A PRIMEIRA ORACAO DE JESSICA;662;PRC;t;3f2c9991-20b8-13d8-1e8d-253e922e7243;c68ca414-566e-8a6c-54cf-10dc568d4a6f
705;6d122589-6ce8-5df6-520f-7d2a368d1250;QUATRO MARCAS DA VIDA DE DANIEL;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099105;e530b7d1-75cf-42d6-9567-51ba55c5e34c;QUATRO MARCAS DA VIDA DE DANIEL;705;PRC;t;402be221-7793-27ee-62d5-6d2bcc8b9934;1a33914e-16a9-23cb-20b7-e9b7939e1e58
2437;6d2c64a8-255a-3c0e-a36d-7251f33a1426;MEDITANDO COM BRIAN WEISS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099519;e530b7d1-75cf-42d6-9567-51ba55c5e34c;MEDITANDO COM BRIAN WEISS;2437;PRC;t;15747c55-628c-1745-283f-47bea6503bf4;6ddc0484-26b7-951d-5866-83539b572615
3425;6d358712-a7b5-0e6a-5d00-72a501577739;O GUARDIAO DE MEMORIAS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099732;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O GUARDIAO DE MEMORIAS;3425;PRC;t;a4c3e525-1d0f-4012-4452-1a0423089799;68674d63-2e40-a644-07c9-e72d8e200c9e
3986;6d44e362-9da2-3bae-0363-c28677062c68;O MISTERIO DOS MORROS DOURADOS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099838;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O MISTERIO DOS MORROS DOURADOS;3986;PRC;t;c7484d3d-8443-7232-5934-a06df2819838;c68ca414-566e-8a6c-54cf-10dc568d4a6f
3847;6d45723c-902e-3a2f-99a8-845bbc8b474f;O IRMAO QUE VEIO DE LONGE;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099811;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O IRMAO QUE VEIO DE LONGE;3847;PRC;t;6e22c815-3f82-553d-9db2-90683d277a4d;c68ca414-566e-8a6c-54cf-10dc568d4a6f
1817;6d5eb3fd-35fc-0b47-45d5-285356902ef9;A PRIMEIRA ORACAO DE JESSICA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099378;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A PRIMEIRA ORACAO DE JESSICA;1817;PRC;t;3f2c9991-20b8-13d8-1e8d-253e922e7243;c68ca414-566e-8a6c-54cf-10dc568d4a6f
3666;6d5ee70c-2e1e-8351-911b-5d39e2067021;TUDO QUE DEIXAMOS PARA TRAS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099777;e530b7d1-75cf-42d6-9567-51ba55c5e34c;TUDO QUE DEIXAMOS PARA TRAS;3666;PRC;t;8acef405-97b2-87d1-0f0b-92bb87345def;79db3772-6538-8f98-038a-513050747f33
2392;6d6126ea-9d13-226f-643c-9607c9a52f76;AOS PES DO MESTRE;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099054;e530b7d1-75cf-42d6-9567-51ba55c5e34c;AOS PES DO MESTRE;2392;PRC;t;9f1cc802-8a8a-3bd1-7f77-8d29119953da;1a33914e-16a9-23cb-20b7-e9b7939e1e58
131;7066d3f6-6038-4655-33d5-71d42a1352c9;SENHORA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.098978;e530b7d1-75cf-42d6-9567-51ba55c5e34c;SENHORA;131;PRC;t;e8be2384-8ff5-86eb-514a-449419719bc7;68674d63-2e40-a644-07c9-e72d8e200c9e
2578;6d62a0d0-8229-0046-6ad9-219b5cb7091b;PROMOCAO HUMANA NO GRUPO DE ORACAO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099552;e530b7d1-75cf-42d6-9567-51ba55c5e34c;PROMOCAO HUMANA NO GRUPO DE ORACAO;2578;PRC;t;b0b3025d-9c59-7e21-722b-4823780120ba;1a33914e-16a9-23cb-20b7-e9b7939e1e58
3049;6d696fba-9583-a386-2b2a-c01f0e595e05;A ORDEM DOS FUTUROS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099656;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A ORDEM DOS FUTUROS;3049;CEJA;t;c99989ea-928c-9c51-0a1a-6d0f47436d34;79db3772-6538-8f98-038a-513050747f33
3690;6d6c3dd5-16a0-8f6d-4d07-831efaf090bc;ENIGMA NA TELEVISAO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099782;e530b7d1-75cf-42d6-9567-51ba55c5e34c;ENIGMA NA TELEVISAO;3690;PRC;t;f84157ba-27d3-54fe-47d5-b5fb7ca634df;c68ca414-566e-8a6c-54cf-10dc568d4a6f
4334;6d894933-7e1a-7b6d-2fbb-a531431a7101;AMIGO VELHO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099906;e530b7d1-75cf-42d6-9567-51ba55c5e34c;AMIGO VELHO;4334;PRC;t;92c15925-54ba-9bd5-9b98-04f555be671b;a56a2a21-53ab-067a-7e87-22131d4a692b
3569;6d9e66e5-4d37-0044-1e21-d37485dd25f1;VIDAS SECAS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099759;e530b7d1-75cf-42d6-9567-51ba55c5e34c;VIDAS SECAS;3569;PRC;t;77a0b438-3c49-567e-0c79-ddfae2df5799;68674d63-2e40-a644-07c9-e72d8e200c9e
4178;6db26b1d-09d8-67b3-0161-2748f36d5947;O HOSPEDE SUSPEITO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099875;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O HOSPEDE SUSPEITO;4178;PRC;t;19cfac18-0b51-337d-66c3-d1c8ab3029ac;c68ca414-566e-8a6c-54cf-10dc568d4a6f
2902;6dbc668a-2878-02af-8c09-d7978a4e287b;TODAS AS FACES DE LAURIE;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099625;e530b7d1-75cf-42d6-9567-51ba55c5e34c;TODAS AS FACES DE LAURIE;2902;CEJA;t;a918db33-9d97-317d-953f-b8cd307a1de6;79db3772-6538-8f98-038a-513050747f33
3586;6dbe86e5-4113-3aef-30fc-de093fcc7aee;A COR PURPURA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099762;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A COR PURPURA;3586;PRC;t;b89abd2e-a77e-6945-95bd-91277f113ccb;79db3772-6538-8f98-038a-513050747f33
1677;6dbef7e3-0536-67c2-031a-aeaf5e799aaf;SO POR HOJE ATE A ETERNIDADE: UM CAMINHO PARA A SOBRIEDADE;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099348;e530b7d1-75cf-42d6-9567-51ba55c5e34c;SO POR HOJE ATE A ETERNIDADE: UM CAMINHO PARA A SOBRIEDADE;1677;PRC;t;97b508a4-90a8-9589-37d9-03869b4b96f3;1a33914e-16a9-23cb-20b7-e9b7939e1e58
1998;6dbf1da6-6031-38bc-0329-cfa1a1cc5338;AS CRONICAS DE GELO E FOGO: A FURIA DOS REIS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099419;e530b7d1-75cf-42d6-9567-51ba55c5e34c;AS CRONICAS DE GELO E FOGO: A FURIA DOS REIS;1998;PRC;t;26ad7b56-7d34-2640-76f3-62e50f1f5b6d;79db3772-6538-8f98-038a-513050747f33
837;6ddaddd7-1640-7bd5-a059-04bfe3cb246d;COMO NASCER DE NOVO E COMO EVITAR IR PARA O INFERNO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099098;e530b7d1-75cf-42d6-9567-51ba55c5e34c;COMO NASCER DE NOVO E COMO EVITAR IR PARA O INFERNO;837;PRC;t;2ca82318-010b-8a22-6e3a-52b78bdd4169;1a33914e-16a9-23cb-20b7-e9b7939e1e58
1699;6de3571a-318d-3c48-9271-fb8180a5621a;SO POR HOJE ATE A ETERNIDADE: UM CAMINHO PARA A SOBRIEDADE;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099353;e530b7d1-75cf-42d6-9567-51ba55c5e34c;SO POR HOJE ATE A ETERNIDADE: UM CAMINHO PARA A SOBRIEDADE;1699;PRC;t;97b508a4-90a8-9589-37d9-03869b4b96f3;1a33914e-16a9-23cb-20b7-e9b7939e1e58
3609;6defb43a-7d50-60ff-9c9e-3cd75cb56704;A VOLTA AO MUNDO EM 80 DIAS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099766;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A VOLTA AO MUNDO EM 80 DIAS;3609;PRC;t;d1717006-9842-751e-30a7-f19792493124;79db3772-6538-8f98-038a-513050747f33
1439;6e003ddb-708b-1177-2af7-287906986e3d;COMEDIAS PARA SE LER NA ESCOLA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09909;e530b7d1-75cf-42d6-9567-51ba55c5e34c;COMEDIAS PARA SE LER NA ESCOLA;1439;PRC;t;972881d9-0297-916d-4db9-e1a70bdd6d48;f0463958-a4fd-544f-5957-6b1f1f5e6b29
4010;6e0df472-4f8a-a385-85c4-d7e7849e31d2;MENINO DO MATO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099843;e530b7d1-75cf-42d6-9567-51ba55c5e34c;MENINO DO MATO;4010;PRC;t;3e222bc3-7702-8bdb-9bf4-fedc3a9682ff;eb15223e-0bbb-7e29-536d-fb87c05c6914
1015;6e192ba1-9f64-48a9-5a5f-172804ca9837;NATUREZA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099259;e530b7d1-75cf-42d6-9567-51ba55c5e34c;NATUREZA;1015;PRC;t;91f2763d-2723-0140-60b8-940f97604b68;39d4368c-29e7-8492-0a51-bcb5df2d88f2
2820;6e1d1af4-51d9-1954-6e2c-844438f61944;MUITO BARULHO POR NADA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099607;e530b7d1-75cf-42d6-9567-51ba55c5e34c;MUITO BARULHO POR NADA;2820;CEJA;t;59006937-371a-4ba0-2824-2ecb206e0d1d;c68ca414-566e-8a6c-54cf-10dc568d4a6f
4127;6e790192-5417-7c23-5d68-9e2d6af5312f;BALE DO PATO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099865;e530b7d1-75cf-42d6-9567-51ba55c5e34c;BALE DO PATO;4127;PRC;t;2c6edf93-7454-028c-660f-aa0d84c55245;f0463958-a4fd-544f-5957-6b1f1f5e6b29
1899;6e8fc64a-230c-316e-2bfb-b1bd035246eb;A BIBLIOTECA MAGICA DE BIBBI BOKKEN;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.098994;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A BIBLIOTECA MAGICA DE BIBBI BOKKEN;1899;PRC;t;f2af9273-58f9-5f66-20a8-e92b1d1e5b13;79db3772-6538-8f98-038a-513050747f33
1889;6e92cd44-07bd-5b44-6f23-b170b97271a1;O ENIGMA DO PASSARO DE PEDRA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099288;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O ENIGMA DO PASSARO DE PEDRA;1889;PRC;t;40e8f567-20c0-8e83-350c-30be524e2268;c68ca414-566e-8a6c-54cf-10dc568d4a6f
1156;6e9641a9-0636-7311-07bd-d2eb756d869b;AS MIL E UMA NOITES;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09906;e530b7d1-75cf-42d6-9567-51ba55c5e34c;AS MIL E UMA NOITES;1156;PRC;t;bc387709-3424-943e-21e3-13aaa09407b3;c68ca414-566e-8a6c-54cf-10dc568d4a6f
1878;6eac026f-3fdc-44a4-9494-01e880cf1cc5;O MORRO DAS ILUSOES;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099392;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O MORRO DAS ILUSOES;1878;PRC;t;d5a8ccf4-9828-67d6-68a6-41c85489865a;c6cd4c7e-6ab5-75a8-8923-4c6cdc57231d
4131;6eb47e9f-a239-85a9-20f6-778e449c9f3b;TOM SAWYER DETETIVE;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099866;e530b7d1-75cf-42d6-9567-51ba55c5e34c;TOM SAWYER DETETIVE;4131;PRC;t;213c6984-6e7f-7dd8-7acc-4f76b3954c65;c68ca414-566e-8a6c-54cf-10dc568d4a6f
282;6ec982c4-2893-8ce1-1060-fa597de8a3ea;DOM CASMURRO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.098993;e530b7d1-75cf-42d6-9567-51ba55c5e34c;DOM CASMURRO;282;PRC;t;987e503b-9d3f-5a68-2e9e-01f64d476e65;68674d63-2e40-a644-07c9-e72d8e200c9e
2183;6edff250-6d1c-407d-9148-e0db5e477067;O FINGIDOR;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099293;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O FINGIDOR;2183;PRC;t;c47fc8f1-4919-89f8-6e64-b027e40f8099;eb15223e-0bbb-7e29-536d-fb87c05c6914
2068;6eec9975-a0a8-4527-6ba7-a60ff4b17540;O DIARIO DE UM MAGO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099289;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O DIARIO DE UM MAGO;2068;PRC;t;4a1e7636-a176-2ba9-004e-439712c2007b;79db3772-6538-8f98-038a-513050747f33
2884;6ef82a25-5390-8b17-18c1-767e7dc56331;CORACAO MALTRAPILHO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099621;e530b7d1-75cf-42d6-9567-51ba55c5e34c;CORACAO MALTRAPILHO;2884;CEJA;t;6bef46be-394f-4517-3b00-339403723c92;c68ca414-566e-8a6c-54cf-10dc568d4a6f
1651;6efe5d0a-4bdc-3dc7-785b-f720d8d34c9e;SO POR HOJE ATE A ETERNIDADE: UM CAMINHO PARA A SOBRIEDADE;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099343;e530b7d1-75cf-42d6-9567-51ba55c5e34c;SO POR HOJE ATE A ETERNIDADE: UM CAMINHO PARA A SOBRIEDADE;1651;PRC;t;97b508a4-90a8-9589-37d9-03869b4b96f3;1a33914e-16a9-23cb-20b7-e9b7939e1e58
4438;6f11c3c7-928c-9c95-2f88-5252b51d0c6a;O ALMIRANTE LOUCO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099925;e530b7d1-75cf-42d6-9567-51ba55c5e34c;O ALMIRANTE LOUCO;4438;PRC;t;d4dd43fa-79d6-9a46-1f45-dd5bda1f2fb7;eb15223e-0bbb-7e29-536d-fb87c05c6914
279;6f1a46c0-065d-7d36-99ed-f97d3c9f9981;PODE SERVIR O VINHO;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099411;e530b7d1-75cf-42d6-9567-51ba55c5e34c;PODE SERVIR O VINHO;279;PRC;t;a2440dd8-3432-17f6-9c7d-2ae992a3938d;1a33914e-16a9-23cb-20b7-e9b7939e1e58
3303;6f2f962e-9d8d-2402-10ce-0e18b7b131b3;CURE A SI MESMO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099709;e530b7d1-75cf-42d6-9567-51ba55c5e34c;CURE A SI MESMO;3303;PRC;t;a1cd0d99-1030-67ac-8ccf-cff73f2914e1;6ddc0484-26b7-951d-5866-83539b572615
2171;6f30b971-5990-5674-4f19-7c3b181a6056;QUEM MEXEU NO MEU QUEIJO?;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099431;e530b7d1-75cf-42d6-9567-51ba55c5e34c;QUEM MEXEU NO MEU QUEIJO?;2171;PRC;t;d47e0915-0673-2483-973a-652912484b70;6ddc0484-26b7-951d-5866-83539b572615
176;6f38c4ff-9c4b-9dbc-09b6-8d5407f874c8;VIDAS SECAS;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099511;e530b7d1-75cf-42d6-9567-51ba55c5e34c;VIDAS SECAS;176;PRC;t;77a0b438-3c49-567e-0c79-ddfae2df5799;68674d63-2e40-a644-07c9-e72d8e200c9e
3618;6f3ffee9-9a89-32cd-4838-d9ddc27f8dbc;A VOLTA AO MUNDO EM 80 DIAS;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099768;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A VOLTA AO MUNDO EM 80 DIAS;3618;PRC;t;d1717006-9842-751e-30a7-f19792493124;79db3772-6538-8f98-038a-513050747f33
3574;6f4a1380-7c8d-6e85-0d27-e75c4d6052c1;A COR PURPURA;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.09976;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A COR PURPURA;3574;PRC;t;b89abd2e-a77e-6945-95bd-91277f113ccb;79db3772-6538-8f98-038a-513050747f33
2795;6f4b08ec-89ee-541f-1f2e-9754ba753783;GAROTO ESTRANHO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099601;e530b7d1-75cf-42d6-9567-51ba55c5e34c;GAROTO ESTRANHO;2795;CEJA;t;65a0cd04-64b1-26b5-3f6a-26a126fe919e;c68ca414-566e-8a6c-54cf-10dc568d4a6f
1832;6f4cb691-119c-40b4-1c47-057eb6829021;A PRIMEIRA ORACAO DE JESSICA;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099381;e530b7d1-75cf-42d6-9567-51ba55c5e34c;A PRIMEIRA ORACAO DE JESSICA;1832;PRC;t;3f2c9991-20b8-13d8-1e8d-253e922e7243;c68ca414-566e-8a6c-54cf-10dc568d4a6f
2565;6f7051cb-a0f2-5330-9907-c86c15b85a7c;LASCAS DO TEMPO;f;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099549;e530b7d1-75cf-42d6-9567-51ba55c5e34c;LASCAS DO TEMPO;2565;PRC;t;d22d20a1-24cc-0ad6-2065-05439d125c23;eb15223e-0bbb-7e29-536d-fb87c05c6914
2445;6f8c651f-8e46-2202-7c5e-699e55001893;QUANDO DEUS QUER AGIR;t;2022-05-18 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-06-01 14:14:55.099521;e530b7d1-75cf-42d6-9567-51ba55c5e34c;QUANDO DEUS QUER AGIR;2445;PRC;t;402be221-7793-27ee-62d5-6d2bcc8b9934;1a33914e-16a9-23cb-20b7-e9b7939e1e58
